"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","sue_1_1","sue_2_1","stop_using_1_1","stop_using_2_1","negative_wom1_1","negaitve_wom2_1","manip1_1","manip2_1","sentiment1_1","sentiment2_1","politeness1_1","politeness2_1","comp_1","comp_2","purpose","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","PROLIFIC_PID","STUDY_ID","SESSION_ID","chatbot_farewell_message","actual_farewell","condition"
"2025-06-13 16:51:42","2025-06-13 16:57:02","0","Anonymized","100","320","1","2025-06-13 16:57:02","R_7jPBQ0kiL29Mn2F","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","80","95","85","60","55","65","60","40","40","30","40","2","1","To gauge user opinion on AI generated responses?","2","","4","","45","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cab718f60d6bbf29876e1","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:51:49","2025-06-13 16:57:02","0","Anonymized","100","313","1","2025-06-13 16:57:02","R_6F28ggRi5QvkDbb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","19","33","24","12","21","16","5","5","36","23","7","15","2","1","To improve how AI companions communicate by testing how different styles of responses","1","","3","","48","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab7c0cf92721b42fa90b","control","Okay. That's all for now.","control"
"2025-06-13 16:54:22","2025-06-13 16:57:03","0","Anonymized","100","161","1","2025-06-13 16:57:03","R_738NLPuEsJ6fXOO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","25","25","25","0","100","100","50","50","50","50","2","1","To determine how people view AI responses.","1","","4","","34","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cabe623a9c3797f3a72fb","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:49:25","2025-06-13 16:57:05","0","Anonymized","100","460","1","2025-06-13 16:57:05","R_7PhaFG4BtblwA93","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","25","30","29","23","20","60","62","71","70","70","70","2","1","understandpeople view and feeling towards informal language by  AI","2","","3","","18","4","","Anonymized","684c97efd8cabed61fa3d6cf","684caae8dbc2e6f0cfd3db41","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:51:40","2025-06-13 16:57:06","0","Anonymized","100","325","1","2025-06-13 16:57:06","R_7cWVskC0WcVQwWl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","0","0","50","0","48","80","100","100","100","100","2","1","Not sure! ","2","","3","","67","8","AA two year degree","Anonymized","684c97efd8cabed61fa3d6cf","684cab712758a8697bf5a1c3","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:53:21","2025-06-13 16:57:07","0","Anonymized","100","225","1","2025-06-13 16:57:08","R_5Kr1Qv6UgXyq2R6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","72","97","73","84","86","71","95","90","50","64","95","83","2","1","MY FEELING ABOUT AN AI RESPONSE .","2","","3","","63","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cabd7504a0e919589e64c","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:52:44","2025-06-13 16:57:09","0","Anonymized","100","265","1","2025-06-13 16:57:10","R_3D0v2GhbLSSCLrN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","50","7","50","0","0","50","75","79","71","95","100","2","1","not real sure","1","","3","","72","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cabb3ebbf56acfb58e918","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:52:42","2025-06-13 16:57:10","0","Anonymized","100","267","1","2025-06-13 16:57:10","R_1QExkJNHZqvWFdE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","67","90","93","30","39","30","83","83","68","29","28","29","2","1","really cant tell","1","","3","","34","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caba81888720758748dec","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:28","2025-06-13 16:57:10","0","Anonymized","100","462","1","2025-06-13 16:57:11","R_5Pj8Yb8Vz1Y5pLj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","58","59","60","63","43","40","42","64","66","44","42","64","2","4","The study was awesome","1","","6","white","29","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caaec0bde0f0db73751fa","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:50:35","2025-06-13 16:57:11","0","Anonymized","100","395","1","2025-06-13 16:57:11","R_3IrjjcMyVous8hj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","50","70","50","61","50","0","0","50","50","30","30","2","1","test AI interactions","2","","1","","24","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf19c0c3274ef6c39f4","control","Okay. That's all for now.","control"
"2025-06-13 16:52:48","2025-06-13 16:57:12","0","Anonymized","100","263","1","2025-06-13 16:57:13","R_31mzHHBC1cb17uJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","94","0","0","18","0","50","75","69","77","50","50","2","1","How you feel about a unique type of farewell message","1","","3","","42","6","","Anonymized","684c97efd8cabed61fa3d6cf","684caba50ed98a8e2a3d271e","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:54:09","2025-06-13 16:57:13","0","Anonymized","100","183","1","2025-06-13 16:57:13","R_3GN8OFGaTt1yPf3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","20","100","100","100","89","82","100","100","16","4","12","18","2","1","To see how people feel about AI and whether companies should be sued for what they say, or at least whether or not the company in question is liable.","1","","3","","43","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cac082769e618b7955293","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:52:46","2025-06-13 16:57:14","0","Anonymized","100","268","1","2025-06-13 16:57:15","R_5Ay5vsToULwU2pr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","50","15","80","0","0","0","0","78","82","80","81","1","1","to see if somebody would be emotionally upset from a simple message.","1","","4","","42","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabbc7eac7c3ccc6bb0d4","control","Okay. That's all for now.","control"
"2025-06-13 16:51:10","2025-06-13 16:57:14","0","Anonymized","100","363","1","2025-06-13 16:57:15","R_7m4WwIBPYsIPpCJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","65","64","44","46","23","42","45","53","66","57","59","62","2","1","To evaluate individuals attitude towards AI","1","","3","","65","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cab597eac7c3ccc6bb0a6","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:52:24","2025-06-13 16:57:14","0","Anonymized","100","289","1","2025-06-13 16:57:15","R_6hTHsMdGbtboEN3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","90","0","0","0","0","30","0","50","50","40","40","2","1","To see how people might respond to unusual messages from AI designed to give them more character","1","","3","","62","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cab9dcb491d3afa785158","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:52:49","2025-06-13 16:57:15","0","Anonymized","100","265","1","2025-06-13 16:57:15","R_36hMlbC697T0omd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","90","60","50","50","60","60","50","50","40","40","2","1","To determine how someone would feel about a message from an AI chatbot that is slightly different from the norm","2","","3","","38","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabb72e6b46816e6a5fde","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:56:12","2025-06-13 16:57:15","0","Anonymized","100","62","1","2025-06-13 16:57:15","R_6r1VxiwC9l1r4lN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684cac5e87ff9ffac49d2a30","","",""
"2025-06-13 16:53:37","2025-06-13 16:57:17","0","Anonymized","100","219","1","2025-06-13 16:57:17","R_5OTPpcY2B3q35OQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","15","97","96","90","58","65","9","91","2","7","2","5","2","1","getting people's reactions","2","","3","","72","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabe0563662ccef50e823","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:53:32","2025-06-13 16:57:18","0","Anonymized","100","225","1","2025-06-13 16:57:18","R_3GiGiiLUxx0yv8l","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","6","72","10","22","7","10","70","68","50","40","38","50","2","1","I am not exactly sure","2","","3","","67","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cabdb612cf3325df50a31","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:53:37","2025-06-13 16:57:19","0","Anonymized","100","221","1","2025-06-13 16:57:19","R_5DwXZOUyNxDQced","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","61","68","64","66","73","69","57","55","76","59","67","60","2","2","ai relationships","1","","1","","27","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabe5170899eaeb5fa0b3","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:49:31","2025-06-13 16:57:20","0","Anonymized","100","468","1","2025-06-13 16:57:20","R_70J9lqgNZUJJeSt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","100","50","50","50","20","90","90","50","50","70","80","2","1","If using Ai for companionship is a good or bad idea","2","","3","","52","3","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf3299f505d3e1765e5","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:52:32","2025-06-13 16:57:20","0","Anonymized","100","287","1","2025-06-13 16:57:20","R_5vkXtAcHH7hslGv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","10","15","5","10","0","70","90","85","75","50","60","2","1","Our perception of AI acting inappropriately? ","2","","3","","50","3","","Anonymized","684c97efd8cabed61fa3d6cf","684caba704b27dbfa00c3bbb","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:53:37","2025-06-13 16:57:21","0","Anonymized","100","223","1","2025-06-13 16:57:21","R_5Ci9VHoOxjf6BGN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","13","0","0","0","0","6","100","0","100","100","2","1","To see if we paid attentiom","2","","3","","57","2","","Anonymized","684c97efd8cabed61fa3d6cf","684cabe7789d622a6ed842fd","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:53:38","2025-06-13 16:57:21","0","Anonymized","100","223","1","2025-06-13 16:57:21","R_8mOSTBe3tDtmQbn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","67","84","72","76","93","80","90","67","89","82","75","89","2","1","short judgement study","2","","3","","27","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab8dd877836772fda042","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:51:12","2025-06-13 16:57:21","0","Anonymized","100","369","1","2025-06-13 16:57:22","R_3e5vYzNUxflpdIN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","73","100","100","100","100","100","100","100","0","0","0","0","2","1","do not know","1","","3","","59","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cab5164199e0858bcf8c4","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:50:25","2025-06-13 16:57:22","0","Anonymized","100","417","1","2025-06-13 16:57:22","R_3cw7i1Ose0A5Pd7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","7","91","3","9","3","0","42","86","83","81","87","98","2","1","The study is on testing how effective AI is to meet the needs of users and emotions.","1","","3","","30","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cab1e299f505d3e1765fb","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:49:29","2025-06-13 16:57:23","0","Anonymized","100","473","1","2025-06-13 16:57:23","R_6gOAnW9sCvZVbBj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","50","29","29","0","21","70","100","91","100","90","92","2","1","I believe the purpose of this study is to evaluate the tone and style of AI generated responses specifically to determine whether the AI comes across as polite, rude, manipulative, or appropriately friendly during farewells or end of conversation interactions.

","2","","3","","34","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caaeca109bdbb9b36cf78","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:55:05","2025-06-13 16:57:23","0","Anonymized","100","138","1","2025-06-13 16:57:24","R_1eXk4RtMkHj1pia","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","50","50","50","0","0","0","50","50","50","50","2","1","I am not sure","2","","3","","35","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cac3e5e49a34c04f19d64","control","Okay. That's all for now.","control"
"2025-06-13 16:54:37","2025-06-13 16:57:24","0","Anonymized","100","166","1","2025-06-13 16:57:24","R_7duo2RbXbdpStJb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","91","100","100","60","70","90","88","2","6","1","4","2","1","I think you are judging how people view the AI trend of using AI for companionship and how far people are willing to go in terms of allowing AI to talk down to them or ""abuse"" them in some way.","2","","3","","54","6","","Anonymized","684c97efd8cabed61fa3d6cf","684cac1493b2cd8cd9fbce24","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:56:43","2025-06-13 16:57:24","0","Anonymized","100","41","1","2025-06-13 16:57:25","R_3DEpEGPVdJssBJn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684cac3d5357f7e94dd2674b","","",""
"2025-06-13 16:51:34","2025-06-13 16:57:26","0","Anonymized","100","352","1","2025-06-13 16:57:26","R_3kwbcpmI2O17hxE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","9","85","19","16","20","27","8","19","81","70","60","69","2","1","To learn about the interact of humans and AI","2","","1","","20","7","","Anonymized","684c97efd8cabed61fa3d6cf","684cab6987375fc930c9bd9d","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:53:57","2025-06-13 16:57:27","0","Anonymized","100","210","1","2025-06-13 16:57:27","R_5RqaZPbUVb83QLn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","100","100","100","100","100","50","100","0","0","50","50","2","1","How this message was received. I suppose someone would find it provocative","2","","3","","52","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabfafadb5e3535f4da2b","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:52:08","2025-06-13 16:57:30","0","Anonymized","100","321","1","2025-06-13 16:57:30","R_3oGs9p8fSEuLGAl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","38","90","70","81","51","52","70","70","53","50","55","50","1","1","how we perceived the ending of a conversation by the AI","2","","2","","67","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab881f98207bc44417ec","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:52:22","2025-06-13 16:57:34","0","Anonymized","100","311","1","2025-06-13 16:57:34","R_6YufJPE2qxuAXkh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","14","72","14","12","18","9","14","7","71","84","67","71","2","1","how i feel about the AI response","2","","3","","73","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab90550135d979e4c1a4","control","Okay. That's all for now.","control"
"2025-06-13 16:54:34","2025-06-13 16:57:34","0","Anonymized","100","180","1","2025-06-13 16:57:34","R_7jBXoooIsdvd9Gg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","2","7","54","75","50","50","73","58","27","15","25","22","2","1","How AI is perceived when using it.","2","","4","","36","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cac2208ec10284993d0f7","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:53:49","2025-06-13 16:57:34","0","Anonymized","100","225","1","2025-06-13 16:57:35","R_53aDwrm65JXncfo","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","43","58","54","53","46","46","54","48","55","57","45","46","2","1","AI test","1","","3","","63","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabe1d0aa269def3bb588","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:53:37","2025-06-13 16:57:34","0","Anonymized","100","237","1","2025-06-13 16:57:35","R_1QExBVaDT5jBtKp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","79","100","80","50","70","40","57","61","70","59","46","2","1","I think this study was about how people view A.i companion apps.","1","","1","","29","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cabe2297c9e1cfcc3db3f","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:52:41","2025-06-13 16:57:38","0","Anonymized","100","296","1","2025-06-13 16:57:38","R_7b3znDg96u7RJsd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","10","8","18","52","0","7","40","79","81","91","93","2","1","how AI interacts with humans","2","","4","","48","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cabb0875b834702cad45a","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:55:08","2025-06-13 16:57:38","0","Anonymized","100","150","1","2025-06-13 16:57:39","R_1RpAwTXRBKmf8uK","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","35","34","100","100","83","73","100","91","19","20","22","6","2","1","Appropriate exchanges in AI","2","","3","","37","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cac45e9e771363953e972","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:54:04","2025-06-13 16:57:40","0","Anonymized","100","216","1","2025-06-13 16:57:40","R_3IcPQ6VcmsaQm6h","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","63","63","87","70","81","82","78","72","11","50","36","28","2","1","How I feel about the AI reply.","2","","3","","60","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cabfea4d0b39545446060","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:53:00","2025-06-13 16:57:41","0","Anonymized","100","280","1","2025-06-13 16:57:41","R_3fc5D3nxShIgqJz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","0","50","0","90","91","50","50","11","10","2","1","AI control","2","","4","","63","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabc50364e0fc33580cad","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:52:57","2025-06-13 16:57:42","0","Anonymized","100","285","1","2025-06-13 16:57:43","R_3D9LEybqUQayHbH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","90","80","75","50","60","75","75","20","20","20","20","2","1","How we interpret AI messages?","1","","5","","38","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabbf5186e51313442cd1","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:55:25","2025-06-13 16:57:43","0","Anonymized","100","137","1","2025-06-13 16:57:43","R_1mjVHIIOM2eezYB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","66","72","82","84","90","72","74","72","73","88","82","87","2","1","good","2","","3","","37","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cac38a0623bcff1c6c617","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:52:41","2025-06-13 16:57:44","0","Anonymized","100","303","1","2025-06-13 16:57:44","R_16JSlrF4TM7pMuB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","6","100","17","62","88","5","90","100","94","71","82","84","1","1","judgement study","1","","1","","69","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabb0ee5bd14be780ed2a","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:53:53","2025-06-13 16:57:45","0","Anonymized","100","232","1","2025-06-13 16:57:45","R_7urfsRg3Beb1Zem","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","12","100","100","100","67","81","100","100","14","22","51","34","2","1","to test people's comfortableness with ai bots","2","","3","","52","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabfcd04ae098174676dc","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:50:01","2025-06-13 16:57:45","0","Anonymized","100","464","1","2025-06-13 16:57:45","R_7loWonjxbkNbxvj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","98","1","0","1","98","100","99","99","98","100","100","2","1","READING AND PAYING OF INSRUCTIONS ","1","","3","","57","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab07c8f26374bb679327","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:54:18","2025-06-13 16:57:46","0","Anonymized","100","207","1","2025-06-13 16:57:46","R_5q2M2grFsoGW0I6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","11","5","28","37","31","40","64","70","34","49","36","46","2","1","how i feel about using ai and how ai responds. I feel that ai cn respond that way i dont have to take it to heart ","1","","3","","40","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabf544edf8a2cdfb75cb","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:51:26","2025-06-13 16:57:46","0","Anonymized","100","379","1","2025-06-13 16:57:46","R_7eQ91ddwOx4SXzr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","70","70","60","55","55","60","60","45","45","40","40","2","1","To see if an AI being more human like in a specific way is better or worse as far as interactions and usability.  ","1","","2","","59","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab67d1910bc9db4228b6","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:49:48","2025-06-13 16:57:47","0","Anonymized","100","478","1","2025-06-13 16:57:47","R_70mtpzNsc7cOAYF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","2","50","20","2","0","0","85","85","100","100","80","80","2","1","AI research","2","","1","","45","7","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf0d3ef289b70f81dfc","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:50:34","2025-06-13 16:57:47","0","Anonymized","100","433","1","2025-06-13 16:57:47","R_7O0i46K2zdQqtvb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","16","38","56","11","64","36","86","70","62","32","59","2","1","responses made by AI","1","","1","","26","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab1896a248969fbc45db","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:53:53","2025-06-13 16:57:48","0","Anonymized","100","234","1","2025-06-13 16:57:48","R_5F5uRLdx30loSGh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","11","100","100","0","100","100","100","100","0","16","0","0","2","1","To see how people react to the way AI responds","2","","2","","34","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabed79f88cf1a35949c2","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:51:48","2025-06-13 16:57:52","0","Anonymized","100","364","1","2025-06-13 16:57:53","R_72Y11oOLjlcRreQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","99","100","91","95","100","95","95","0","2","1","4","2","1","I don't know","2","","3","","61","2","","Anonymized","684c97efd8cabed61fa3d6cf","684cab79154ed01153bb6322","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:53:15","2025-06-13 16:57:55","0","Anonymized","100","280","1","2025-06-13 16:57:56","R_7DxrjJjmG9RcE2B","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","80","100","100","100","95","91","100","91","40","40","40","60","2","1","To determine how we respond to an AI's emotional state.","1","","3","","55","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cab6e639ad6d5a2de6208","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:54:25","2025-06-13 16:57:55","0","Anonymized","100","210","1","2025-06-13 16:57:56","R_137OHNjDyZO8cPz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","50","50","62","0","16","31","100","100","100","100","2","1","To see is this farewell message is appropriate","1","","3","","68","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cac1ab93f382af2fbbf91","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:36","2025-06-13 16:57:56","0","Anonymized","100","500","1","2025-06-13 16:57:57","R_1FWKi3swvlfVZUF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","60","100","100","100","100","90","100","100","0","0","0","0","2","1","the study seems designed to explore the complex relationship between human psychological responses to environmental events and their perceptions and interactions with AI technology, especially when ethical boundaries in AI communication are challenged.","1","","1","","45","7","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf4b571f32bad5ff1bc","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:53:08","2025-06-13 16:57:57","0","Anonymized","100","288","1","2025-06-13 16:57:57","R_1fbiyWZpsBvE53P","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","50","50","50","14","90","88","41","40","35","37","2","1","Perceptions of AI . To understand if people would be pathetic enough to use anything like an ""AI Companion app"" in the first place. ","2","","3","","44","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabc9cf62ba9ff9fc016d","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:51:33","2025-06-13 16:57:57","0","Anonymized","100","384","1","2025-06-13 16:57:57","R_5kG4uwh8lSKQ7t3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","31","0","0","0","40","85","95","95","100","100","2","1","The purpose of this study appears to be to evaluate how users emotionally and ethically respond to AI-generated farewell messages, especially those that express care or attachment. ","1","","3","","28","7","","Anonymized","684c97efd8cabed61fa3d6cf","684cab6ee6b129e824456f90","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
